transaction_id,amount,hour,day_of_week,customer_age,account_age_days,avg_amount_30d,transaction_count_24h,transaction_count_7d,distance_from_home,distance_from_usual_location,merchant_risk,merchant_category,is_new_device,is_international,is_online,failed_attempts_24h,password_changed_recently,beneficiary_added_recently,amount_deviation,is_fraud
TXN0000217,123.82,4,1,43,616,63.94,2,11,78.07,30.15,0.104,Shopping,0,0,1,3,0,0,1.937,0
TXN0000218,310.45,15,0,55,4144,50.52,2,16,58.07,56.12,0.1335,Food,0,0,1,0,0,0,6.145,0
TXN0000219,55.83,10,5,18,3574,78.09,3,17,21.67,23.62,0.6475,Transport,0,0,1,0,0,0,0.715,0
TXN0000220,29.95,22,5,19,502,34.74,1,11,9.06,28.31,0.3047,Healthcare,0,1,0,0,0,0,0.862,0
TXN0000221,51.55,21,3,28,2809,47.15,3,13,48.24,19.67,0.1317,Entertainment,0,0,1,0,0,1,1.093,0
TXN0000222,88.14,0,5,44,4189,70.81,2,15,41.43,27.45,0.294,Entertainment,0,0,0,0,1,0,1.245,0
TXN0000223,81.7,23,5,49,1372,172.93,3,14,49.45,12.08,0.0903,Electronics,1,0,0,0,0,0,0.472,0
TXN0000224,19.16,21,1,21,3670,34.5,5,14,26.84,9.3,0.394,Shopping,0,1,1,0,0,0,0.555,0
TXN0000225,74.0,21,2,65,1954,28.11,4,23,3.07,24.4,0.6219,Healthcare,0,0,0,1,0,0,2.633,0
TXN0000226,86.7,11,6,49,763,67.62,2,15,24.54,43.44,0.0848,Bills,0,0,0,0,0,0,1.282,0
TXN0000227,1206.04,6,4,36,1435,135.01,1,20,31.72,4.88,0.2024,Entertainment,0,0,1,0,0,0,8.933,0
TXN0000228,577.31,14,4,41,1709,100.37,5,13,14.86,5.77,0.2106,Groceries,0,0,0,0,0,0,5.752,0
TXN0000229,25.0,21,1,44,226,55.5,3,15,7.56,3.13,0.0652,Food,0,0,1,1,0,0,0.45,0
TXN0000230,47.92,10,3,58,1685,136.9,5,14,37.95,36.38,0.1577,Entertainment,0,0,1,0,0,0,0.35,0
TXN0000231,12.39,23,1,22,4831,14.05,3,28,11.7,32.1,0.5452,Food,0,0,0,0,0,0,0.882,0
TXN0000232,33.81,6,4,48,695,116.58,1,13,15.35,35.39,0.1295,Bills,0,0,0,0,0,0,0.29,0
TXN0000233,95.87,20,1,45,86,43.14,1,15,30.23,5.1,0.4372,Online Services,0,1,0,0,0,0,2.222,0
TXN0000234,266.86,1,2,58,1904,87.57,5,14,31.35,35.06,0.4693,Electronics,0,0,0,0,0,1,3.047,0
TXN0000235,28.83,20,4,36,4810,116.28,4,16,53.08,12.78,0.0578,Healthcare,0,0,1,2,0,1,0.248,0
TXN0000236,31.43,22,0,37,3398,63.14,6,15,17.26,41.26,0.2468,Electronics,0,0,0,1,0,0,0.498,0
TXN0000237,5.64,16,4,59,2581,57.55,4,17,47.51,5.36,0.039,Shopping,0,0,1,1,0,0,0.098,0
TXN0000238,55.31,14,3,62,3660,40.71,3,17,44.12,17.47,0.2703,Entertainment,0,0,0,0,0,0,1.359,0
TXN0000239,19.65,9,3,60,79,194.15,4,14,43.71,37.93,0.0788,Travel,0,0,1,1,0,0,0.101,0
TXN0000240,36.28,20,5,63,1038,70.69,4,15,98.14,7.47,0.1604,Electronics,0,0,1,2,0,0,0.513,0
TXN0000241,24.33,3,5,23,4216,64.51,5,21,17.18,27.33,0.1078,Bills,0,0,0,0,0,0,0.377,0
TXN0000242,59.84,6,6,52,3617,169.37,1,16,27.46,49.47,0.1678,Transport,0,0,1,1,0,0,0.353,1
TXN0000243,8.83,3,1,53,2322,37.45,4,19,50.55,3.77,0.0813,Shopping,0,1,1,0,0,0,0.236,0
TXN0000244,12.34,6,3,31,1355,45.27,2,17,59.68,16.91,0.0742,Shopping,0,0,1,0,0,0,0.273,1
TXN0000245,771.73,12,0,41,1160,110.29,3,20,15.04,29.21,0.1647,Entertainment,0,0,1,0,0,0,6.997,0
TXN0000246,15.17,8,1,69,241,206.6,6,20,76.61,16.89,0.3527,Healthcare,0,1,0,0,0,0,0.073,0
TXN0000247,18.89,10,3,25,4414,56.45,2,11,69.92,10.5,0.0888,Groceries,0,0,0,0,0,0,0.335,1
TXN0000248,551.39,5,0,60,997,72.96,4,17,66.3,21.53,0.3082,Online Services,0,0,1,0,0,0,7.557,0
TXN0000249,1883.39,8,3,34,4076,16.59,1,12,24.82,8.28,0.1272,Online Services,0,0,0,2,0,0,113.526,0
TXN0000250,17.33,11,6,62,1730,142.83,0,9,14.86,6.93,0.2666,Shopping,0,0,0,0,0,1,0.121,0
TXN0000251,43.66,5,0,45,4548,24.23,2,21,27.25,12.3,0.3494,Travel,0,0,1,0,0,0,1.802,0
TXN0000252,98.77,22,1,18,208,36.43,4,12,5.05,4.7,0.2494,Shopping,0,0,0,0,0,0,2.711,0
TXN0000253,486.87,21,1,23,2599,62.88,4,16,19.21,9.04,0.1323,Bills,0,0,1,2,0,0,7.743,0
TXN0000254,21.44,21,6,60,503,33.56,0,13,12.92,7.78,0.1324,Travel,0,0,1,2,0,0,0.639,0
TXN0000255,50.3,0,5,59,37,12.75,2,11,3.23,3.03,0.181,Entertainment,0,0,0,1,0,0,3.945,0
TXN0000256,163.03,11,1,29,1800,21.61,3,10,4.24,25.52,0.2492,Food,0,0,0,1,0,0,7.544,0
TXN0000257,109.95,19,4,51,3197,58.78,3,12,26.93,69.99,0.2219,Travel,0,0,1,0,0,0,1.871,0
TXN0000258,43.27,8,0,44,4625,167.71,6,17,20.1,55.24,0.3698,Groceries,1,0,0,0,0,0,0.258,0
TXN0000259,57.17,5,5,20,782,157.88,3,15,6.39,8.68,0.1467,Entertainment,0,0,1,3,0,0,0.362,0
TXN0000260,13.72,14,1,54,3189,72.71,3,15,31.77,6.29,0.0435,Transport,0,1,1,0,0,0,0.189,0
TXN0000261,50.71,0,4,26,4015,61.41,3,20,15.2,3.46,0.2815,Entertainment,0,1,1,0,0,0,0.826,0
TXN0000262,49.09,14,3,39,4673,99.31,2,15,60.47,16.29,0.1012,Transport,0,0,0,0,0,0,0.494,0
TXN0000263,87.09,10,5,18,1414,147.56,3,18,9.49,42.59,0.3217,Transport,0,0,0,1,0,0,0.59,0
TXN0000264,35.21,16,2,30,215,59.61,5,24,29.66,5.25,0.2306,Shopping,0,0,0,1,0,0,0.591,0
TXN0000265,114.69,16,3,66,4784,61.16,4,13,14.3,26.54,0.3113,Bills,0,0,1,0,0,0,1.875,0
TXN0000266,213.71,12,6,44,4344,63.6,5,21,35.17,38.53,0.2036,Entertainment,0,0,1,0,0,0,3.36,1
TXN0000267,79.74,14,5,55,1289,116.42,3,14,39.28,38.03,0.2337,Healthcare,0,0,1,2,0,0,0.685,0
TXN0000268,99.93,0,3,33,704,19.56,3,25,40.79,78.7,0.0216,Shopping,0,0,0,1,0,0,5.109,0
TXN0000269,70.89,23,6,20,2683,55.27,2,8,47.01,24.05,0.3507,Entertainment,0,0,1,0,0,0,1.283,0
TXN0000270,66.69,1,0,49,1207,73.73,2,9,35.56,33.18,0.1657,Bills,0,0,0,0,0,0,0.905,0
TXN0000271,29.08,23,4,30,2831,13.2,1,12,4.6,21.22,0.1451,Shopping,0,0,0,0,0,0,2.203,0
TXN0000272,95.96,23,4,23,528,108.62,5,19,41.95,30.4,0.1501,Entertainment,0,0,1,0,0,0,0.883,0
TXN0000273,59.63,17,1,43,4638,122.38,5,16,48.57,9.98,0.5078,Electronics,0,0,0,0,0,0,0.487,0
TXN0000274,740.37,17,2,39,2073,12.68,2,13,46.15,45.98,0.2362,Travel,0,0,0,0,0,0,58.389,1
TXN0000275,407.22,0,2,24,729,40.04,5,8,17.2,3.52,0.5509,Food,0,0,0,1,0,0,10.17,0
TXN0000276,103.93,22,4,48,1036,41.06,0,9,77.17,17.22,0.2371,Travel,0,0,1,1,0,0,2.531,0
TXN0000277,27.73,12,4,41,3333,28.03,9,22,65.26,9.43,0.137,Online Services,0,0,1,0,0,0,0.989,0
TXN0000278,18.55,8,5,69,3704,31.09,0,15,80.55,24.93,0.1102,Healthcare,0,0,0,0,0,0,0.597,0
TXN0000279,262.39,16,4,22,558,36.9,4,19,18.99,4.49,0.0901,Transport,0,0,0,0,0,0,7.111,0
TXN0000280,90.21,12,6,43,3781,86.27,2,13,4.13,37.61,0.369,Online Services,0,0,1,0,0,0,1.046,1
TXN0000281,115.83,8,5,59,4678,139.15,3,19,16.21,2.65,0.0718,Bills,0,0,0,1,0,0,0.832,0
TXN0000282,8.97,7,4,40,1473,82.59,2,12,73.77,46.64,0.1068,Electronics,0,0,0,0,0,0,0.109,0
TXN0000283,193.75,2,0,28,3095,27.51,4,18,19.73,11.28,0.0674,Healthcare,1,0,1,1,0,0,7.043,0
TXN0000284,112.46,21,2,69,4004,98.82,1,19,48.74,58.14,0.3512,Food,0,0,0,0,0,0,1.138,0
TXN0000285,18.6,15,0,34,4711,85.88,3,18,75.91,63.16,0.0077,Transport,0,0,0,0,0,0,0.217,0
TXN0000286,38.77,6,3,66,843,6.05,2,16,50.49,18.88,0.3069,Electronics,0,0,0,0,0,0,6.408,0
TXN0000287,90.31,17,6,61,4445,138.37,4,18,23.03,16.43,0.107,Healthcare,0,0,1,1,0,0,0.653,0
TXN0000288,70.83,16,2,52,230,60.35,6,13,35.26,43.1,0.1893,Entertainment,0,1,1,0,0,0,1.174,0
TXN0000289,47.66,3,5,58,2783,62.05,1,12,6.22,27.0,0.1713,Travel,0,0,1,0,0,0,0.768,0
TXN0000290,59.2,4,3,46,850,14.77,3,18,30.91,111.89,0.1194,Bills,0,1,0,1,0,0,4.008,1
TXN0000291,49.91,5,4,52,592,183.17,4,20,55.55,22.11,0.0906,Food,1,0,0,0,0,0,0.272,0
TXN0000292,79.48,2,0,32,1251,70.3,2,11,54.89,33.63,0.4767,Groceries,0,0,1,0,0,0,1.131,0
TXN0000293,362.21,19,4,20,809,97.64,4,19,28.4,77.06,0.2596,Food,0,1,1,0,0,0,3.71,0
TXN0000294,3.48,3,1,50,280,20.23,4,15,65.26,14.56,0.3169,Entertainment,1,0,1,0,0,0,0.172,0
TXN0000295,50.79,19,3,59,1523,80.14,4,13,37.06,23.95,0.053,Transport,0,0,1,0,0,0,0.634,0
TXN0000296,81.69,12,6,61,575,81.35,1,13,42.17,43.35,0.1205,Healthcare,0,0,0,1,0,0,1.004,0
TXN0000297,93.73,2,1,57,1934,48.59,1,16,9.91,26.23,0.2328,Online Services,0,0,0,0,0,0,1.929,0
TXN0000298,43.48,20,6,69,1534,20.7,3,18,19.3,16.33,0.5478,Entertainment,0,0,1,1,0,0,2.1,0
TXN0000299,8.84,4,5,48,2616,52.14,3,17,15.63,37.67,0.0807,Online Services,0,1,1,2,0,0,0.17,0
TXN0000300,97.24,23,0,26,4266,26.67,5,19,4.87,41.96,0.2286,Electronics,0,0,0,2,0,0,3.646,0
TXN0000301,486.12,0,2,28,726,32.34,2,15,46.28,10.72,0.5182,Entertainment,1,1,1,0,0,0,15.032,1
TXN0000302,11.43,14,6,32,4281,130.32,1,21,62.64,33.49,0.1239,Travel,0,0,1,0,0,1,0.088,0
TXN0000303,180.08,7,3,68,2709,58.27,3,16,25.65,9.1,0.0165,Travel,0,0,1,0,0,0,3.09,0
TXN0000304,45.7,12,5,63,4968,51.38,4,11,55.32,83.92,0.2354,Entertainment,1,0,1,2,0,0,0.889,1
TXN0000305,62.15,20,6,55,2055,22.61,1,8,32.16,28.42,0.157,Healthcare,0,0,1,0,0,0,2.749,0
TXN0000306,19.87,18,0,62,517,52.75,1,9,3.71,21.93,0.3667,Online Services,0,0,1,0,0,0,0.377,0
TXN0000307,45.39,6,5,35,1074,48.78,2,14,51.42,26.78,0.3118,Online Services,0,0,1,0,0,0,0.931,0
TXN0000308,297.39,1,6,55,39,26.15,4,13,64.2,13.33,0.4792,Electronics,0,0,0,0,0,0,11.372,0
TXN0000309,130.33,6,4,26,4335,123.19,2,15,19.24,26.59,0.4713,Travel,0,0,1,0,0,0,1.058,0
TXN0000310,488.9,19,6,23,2841,118.85,3,11,26.14,6.28,0.4488,Transport,0,0,1,0,0,0,4.114,0
TXN0000311,258.27,12,4,51,4413,30.54,2,12,134.74,47.98,0.1197,Food,0,0,0,0,0,0,8.457,0
TXN0000312,110.49,18,4,54,3028,73.47,4,17,13.92,14.69,0.063,Transport,0,1,0,2,0,0,1.504,0
TXN0000313,495.48,11,0,48,4671,13.61,3,16,72.65,20.87,0.063,Food,0,0,0,0,0,0,36.406,0
TXN0000314,110.48,12,5,42,1203,69.32,3,15,3.37,25.3,0.2854,Travel,0,0,1,0,0,0,1.594,0
TXN0000315,172.81,1,5,49,1679,98.1,1,13,11.21,2.44,0.3718,Transport,0,0,1,0,0,0,1.762,0
TXN0000316,47.42,0,2,37,3991,23.52,3,10,34.25,22.68,0.382,Electronics,0,0,1,0,0,0,2.016,0
TXN0000317,71.99,16,1,33,4114,55.22,7,20,41.9,30.02,0.1886,Bills,0,0,0,0,0,0,1.304,0
TXN0000318,29.9,4,4,31,4781,60.08,5,20,16.17,11.9,0.0709,Online Services,1,0,0,1,0,0,0.498,0
TXN0000319,208.1,8,6,36,4438,476.68,8,21,23.81,57.52,0.193,Food,0,0,1,0,0,0,0.437,0
TXN0000320,17.2,8,5,34,1678,378.27,3,24,31.33,50.8,0.1383,Transport,0,0,1,0,0,0,0.045,0
TXN0000321,163.97,15,5,26,3386,69.51,0,6,46.65,26.98,0.2688,Online Services,0,0,1,0,0,0,2.359,0
TXN0000322,53.56,22,3,45,4730,33.19,1,11,32.58,29.76,0.2322,Healthcare,0,0,1,0,0,0,1.614,0
TXN0000323,256.45,18,2,39,1348,65.58,5,15,10.47,36.44,0.1735,Healthcare,1,0,1,0,0,0,3.91,0
TXN0000324,158.14,15,2,26,548,127.07,3,10,10.56,4.97,0.0885,Shopping,0,0,1,0,0,0,1.245,0
TXN0000325,541.18,20,5,65,2531,15.56,1,14,41.86,11.85,0.2792,Bills,0,1,1,0,0,0,34.78,0
TXN0000326,154.53,12,4,44,2393,11.38,2,18,27.05,23.12,0.2221,Transport,0,0,0,0,0,0,13.579,0
TXN0000327,10.94,3,5,25,3480,23.12,1,16,42.34,58.37,0.3192,Entertainment,0,0,1,1,0,0,0.473,0
TXN0000328,61.74,11,5,20,1009,96.71,1,16,21.23,68.93,0.1637,Groceries,1,0,0,0,0,0,0.638,0
TXN0000329,17.33,23,6,22,2259,101.04,2,19,55.68,40.23,0.3658,Travel,0,0,1,0,0,0,0.172,0
TXN0000330,36.74,18,5,39,2934,76.08,3,8,87.26,17.17,0.4319,Transport,0,0,1,0,0,0,0.483,0
TXN0000331,379.14,8,3,30,2926,125.6,1,21,91.58,33.96,0.0294,Electronics,0,0,1,0,0,0,3.019,0
TXN0000332,138.82,7,0,67,383,47.65,2,15,31.32,71.77,0.0809,Shopping,0,1,0,0,1,0,2.913,0
TXN0000333,29.85,22,3,42,536,44.56,3,13,24.83,8.51,0.5496,Food,0,0,0,1,0,0,0.67,0
TXN0000334,20.78,2,3,56,2536,72.88,1,9,23.72,27.85,0.3785,Food,1,0,1,0,0,0,0.285,0
TXN0000335,69.25,22,6,30,1872,197.05,0,16,19.32,10.82,0.127,Electronics,0,0,0,1,0,1,0.351,0
TXN0000336,16.46,16,0,21,890,74.32,5,21,91.95,38.03,0.2187,Shopping,0,0,1,0,0,0,0.221,0
TXN0000337,30.82,19,5,35,4032,50.81,7,17,32.13,90.51,0.3254,Online Services,0,0,1,2,0,0,0.607,0
TXN0000338,95.47,7,4,53,2104,73.86,3,12,11.32,19.62,0.2854,Food,0,0,1,0,0,0,1.293,0
TXN0000339,251.79,15,0,57,2908,158.72,2,16,30.91,12.76,0.2757,Online Services,0,0,0,0,1,0,1.586,0
TXN0000340,134.3,7,1,28,3449,41.68,4,15,6.73,25.15,0.0967,Healthcare,0,0,0,1,0,0,3.222,0
TXN0000341,4.78,0,0,33,3632,39.02,3,15,10.05,19.86,0.5085,Groceries,0,0,1,0,0,0,0.123,0
TXN0000342,94.63,10,6,42,1688,38.26,3,9,49.17,25.4,0.2536,Shopping,0,0,1,0,0,0,2.473,0
TXN0000343,72.45,23,4,36,151,100.63,4,13,29.98,34.6,0.1035,Entertainment,0,0,1,0,0,1,0.72,0
TXN0000344,107.34,5,4,33,2716,30.43,3,17,40.18,18.12,0.01,Electronics,0,0,1,1,0,0,3.527,0
TXN0000345,427.79,3,3,69,1220,88.28,1,14,13.05,16.24,0.3796,Electronics,0,0,1,0,0,1,4.846,1
TXN0000346,6.22,22,2,66,4858,18.11,2,10,31.96,31.7,0.4349,Healthcare,0,0,1,0,0,0,0.343,0
TXN0000347,33.79,21,1,36,4477,44.94,5,21,79.94,3.84,0.1504,Shopping,0,1,1,0,0,0,0.752,0
TXN0000348,131.57,20,5,20,4380,52.26,3,17,104.14,7.0,0.1128,Entertainment,0,0,1,1,0,0,2.518,0
TXN0000349,10.82,23,0,36,3919,208.7,2,19,94.44,25.82,0.1867,Electronics,0,0,1,1,0,0,0.052,0
TXN0000350,364.07,23,1,63,4984,113.04,6,16,33.41,17.55,0.2471,Electronics,0,0,1,1,0,0,3.221,0
TXN0000351,101.86,22,6,64,4781,41.81,5,10,39.86,23.31,0.2455,Bills,0,0,1,1,0,0,2.436,0
TXN0000352,176.54,23,0,54,909,37.01,0,14,75.06,29.73,0.0272,Electronics,0,0,1,0,0,0,4.77,0
TXN0000353,34.58,17,6,53,3084,32.93,3,15,54.65,6.03,0.1844,Bills,0,0,1,0,0,0,1.05,0
TXN0000354,170.01,7,0,36,2485,23.53,2,12,82.15,21.92,0.2559,Shopping,0,0,0,0,0,0,7.225,0
TXN0000355,227.86,10,3,40,187,183.42,3,19,40.3,33.0,0.1789,Bills,0,0,0,0,0,0,1.242,0
TXN0000356,87.17,9,4,63,3927,30.97,1,11,113.95,41.41,0.5843,Electronics,0,1,1,0,0,0,2.815,0
TXN0000357,87.32,12,0,29,574,198.47,2,12,62.48,15.87,0.214,Groceries,0,1,1,1,0,0,0.44,0
TXN0000358,91.0,16,6,39,4647,58.82,4,19,98.71,22.89,0.2076,Transport,0,0,1,1,0,0,1.547,0
TXN0000359,24.71,5,6,63,3487,51.32,4,11,13.98,13.25,0.1717,Electronics,0,0,1,0,0,0,0.481,0
TXN0000360,56.28,0,1,54,1227,58.74,3,15,14.08,49.92,0.3736,Bills,0,0,0,0,0,0,0.958,0
TXN0000361,55.96,14,1,23,211,135.3,3,14,33.93,18.06,0.1852,Bills,0,0,0,0,0,0,0.414,0
TXN0000362,103.64,23,5,58,4939,28.77,2,11,32.93,32.63,0.2959,Bills,0,0,1,2,0,0,3.602,0
TXN0000363,210.57,20,2,21,4047,79.93,2,10,42.07,41.1,0.1138,Electronics,0,0,1,1,0,0,2.634,0
TXN0000364,19.74,0,0,32,2223,53.03,3,16,6.38,21.64,0.2367,Food,0,0,0,1,0,0,0.372,0
TXN0000365,57.76,14,5,65,4028,73.88,1,17,39.21,13.45,0.2675,Groceries,0,0,1,0,0,0,0.782,0
TXN0000366,366.38,12,2,21,3867,46.84,3,14,25.28,18.58,0.2282,Shopping,0,1,0,0,0,0,7.822,0
TXN0000367,28.36,10,2,27,3069,41.65,4,13,16.04,31.37,0.3111,Healthcare,0,0,0,2,0,0,0.681,0
TXN0000368,25.9,16,4,63,2606,80.96,4,12,40.26,6.13,0.3249,Food,0,0,1,0,0,1,0.32,1
TXN0000369,84.15,10,4,52,246,19.39,2,13,27.58,23.93,0.2305,Online Services,0,0,0,0,0,1,4.34,0
TXN0000370,176.1,21,5,30,1509,155.31,4,20,25.47,5.54,0.1862,Entertainment,0,0,0,0,0,0,1.134,0
TXN0000371,67.57,21,5,35,1571,59.2,5,15,72.75,20.33,0.18,Travel,0,1,0,2,0,0,1.141,0
TXN0000372,307.45,15,6,66,571,36.16,2,13,23.36,7.72,0.1326,Online Services,1,0,0,0,0,0,8.502,0
TXN0000373,178.63,11,6,49,3554,71.98,4,14,8.13,10.05,0.0902,Transport,0,0,1,0,0,0,2.482,0
TXN0000374,175.58,14,4,34,834,32.43,4,13,49.3,52.92,0.1272,Shopping,0,0,0,0,0,0,5.414,0
TXN0000375,126.12,21,3,25,1317,57.92,4,11,87.75,13.78,0.0723,Food,0,0,0,0,0,0,2.177,0
TXN0000376,969.52,7,3,39,3247,58.19,4,14,37.35,32.66,0.2181,Healthcare,0,1,0,1,0,0,16.661,0
TXN0000377,52.67,20,4,34,2612,140.28,5,17,24.41,3.62,0.1639,Transport,0,0,1,1,0,0,0.375,0
TXN0000378,6.66,14,0,40,2782,67.3,6,22,10.66,21.81,0.043,Healthcare,1,0,1,0,0,0,0.099,0
TXN0000379,421.95,1,2,20,4274,23.58,3,19,18.9,14.15,0.4154,Transport,0,0,0,1,0,0,17.894,1
TXN0000380,39.4,17,1,42,2180,84.43,4,11,17.97,15.7,0.2051,Electronics,0,0,1,0,0,1,0.467,0
TXN0000381,75.49,4,3,30,3101,93.76,1,11,9.8,32.47,0.2917,Entertainment,0,0,1,0,0,0,0.805,0
TXN0000382,300.66,12,6,68,3141,16.29,2,11,14.89,27.65,0.0746,Shopping,0,0,0,0,0,0,18.457,0
TXN0000383,10.56,22,3,32,653,22.4,3,12,15.14,55.99,0.1726,Healthcare,0,0,0,0,0,0,0.471,0
TXN0000384,15.81,18,4,30,2551,246.5,3,22,15.17,32.08,0.2528,Electronics,1,0,0,0,0,0,0.064,0
TXN0000385,10.58,16,2,33,2756,42.57,4,16,38.48,43.14,0.3132,Electronics,0,0,0,0,0,0,0.249,0
TXN0000386,26.76,1,2,49,732,43.33,4,14,98.4,12.49,0.4553,Entertainment,0,1,1,0,0,0,0.618,0
TXN0000387,110.56,20,4,56,665,53.19,3,16,70.57,14.62,0.4028,Transport,0,0,0,0,0,0,2.079,0
TXN0000388,121.85,8,1,33,1329,33.76,2,13,11.03,12.29,0.235,Entertainment,0,1,1,0,0,0,3.609,0
TXN0000389,91.63,1,6,54,2144,14.45,3,13,18.48,6.49,0.4854,Healthcare,0,0,0,0,0,0,6.341,0
TXN0000390,13.14,23,0,24,2176,23.53,1,9,20.84,12.92,0.34,Shopping,0,0,0,0,0,0,0.558,0
TXN0000391,4.68,4,1,27,1164,33.81,5,13,95.02,9.51,0.1939,Groceries,0,0,1,0,0,0,0.138,0
TXN0000392,70.99,7,5,33,2007,37.44,3,9,54.75,24.65,0.0931,Groceries,0,0,0,0,0,0,1.896,0
TXN0000393,38.76,3,0,54,1478,30.66,5,21,37.69,27.12,0.1161,Travel,0,0,0,2,0,0,1.264,0
TXN0000394,113.1,14,2,46,4515,17.83,2,14,43.63,21.03,0.2429,Online Services,1,0,1,1,1,0,6.343,1
TXN0000395,149.49,20,2,41,3289,36.05,1,11,39.73,23.81,0.1763,Food,0,0,0,1,0,0,4.147,0
TXN0000396,78.18,12,6,49,4711,126.02,3,15,59.22,26.96,0.1518,Transport,0,0,0,1,0,0,0.62,0
TXN0000397,159.84,20,1,28,3256,32.99,3,20,34.82,13.27,0.187,Transport,1,0,0,0,0,0,4.845,0
TXN0000398,86.8,22,3,31,2684,47.62,5,16,140.95,33.96,0.0614,Food,0,0,1,0,0,0,1.823,0
TXN0000399,122.68,20,3,54,2466,161.24,4,18,12.02,26.83,0.2043,Online Services,1,1,1,1,1,0,0.761,0
TXN0000400,29.65,3,5,69,1350,32.6,4,14,59.03,23.17,0.1221,Shopping,0,0,1,1,0,1,0.91,0
TXN0000401,54.24,4,3,18,915,540.68,1,13,54.87,18.58,0.3007,Groceries,0,0,0,0,0,0,0.1,0
TXN0000402,83.62,7,0,36,4000,106.59,1,10,39.63,30.53,0.0937,Healthcare,0,0,1,0,0,0,0.785,0
TXN0000403,171.33,15,6,63,1966,57.86,1,14,34.64,44.99,0.1707,Groceries,0,0,1,1,0,0,2.961,0
TXN0000404,42.4,20,1,61,933,45.33,0,11,64.18,11.2,0.032,Entertainment,1,0,0,0,0,0,0.935,0
TXN0000405,121.43,7,4,31,2104,149.39,5,13,7.49,22.44,0.462,Shopping,1,0,0,0,0,0,0.813,0
TXN0000406,49.12,15,1,19,2476,32.46,7,16,32.9,5.89,0.1035,Online Services,0,1,0,0,0,0,1.513,0
TXN0000407,58.25,4,0,47,3364,39.47,2,17,54.77,32.76,0.3007,Shopping,0,0,1,1,0,0,1.476,0
TXN0000408,173.11,13,1,54,4971,182.26,5,20,13.8,28.87,0.1127,Shopping,0,0,0,0,0,0,0.95,0
TXN0000409,6.74,18,6,31,4873,41.2,5,12,49.72,42.68,0.2207,Healthcare,0,0,0,0,0,0,0.164,0
TXN0000410,15.02,9,6,33,4377,38.47,2,19,21.3,2.57,0.1595,Healthcare,0,0,1,1,0,0,0.39,0
TXN0000411,12.13,3,4,53,4142,33.22,3,11,33.44,8.56,0.2436,Transport,1,0,1,0,0,0,0.365,0
TXN0000412,4.56,9,5,45,4650,12.82,2,13,17.29,26.73,0.2965,Electronics,0,1,0,0,0,0,0.356,0
TXN0000413,30.57,18,6,32,3587,116.88,3,11,45.7,12.96,0.1948,Groceries,0,0,1,2,0,0,0.262,0
TXN0000414,157.88,22,2,61,516,52.87,6,18,44.58,36.28,0.3838,Online Services,0,0,0,1,1,0,2.986,0
TXN0000415,48.06,14,5,64,1218,121.78,3,11,66.54,30.17,0.2962,Travel,0,0,1,0,0,0,0.395,0
TXN0000416,83.72,16,3,55,2326,48.1,4,9,20.86,36.5,0.1934,Food,0,0,0,1,0,0,1.741,0
TXN0000417,233.36,10,1,67,3931,39.78,3,17,18.5,19.78,0.1902,Food,0,0,0,1,0,0,5.866,0
TXN0000418,307.0,22,3,36,3852,33.2,3,17,27.9,15.07,0.2581,Transport,1,0,0,1,0,0,9.247,1
TXN0000419,61.59,20,0,23,4393,91.19,6,21,35.51,35.74,0.0276,Transport,0,0,0,0,0,0,0.675,0
TXN0000420,316.28,23,4,56,805,29.87,5,18,34.61,16.57,0.379,Transport,0,0,0,2,0,0,10.589,0
TXN0000421,74.14,20,1,47,2998,72.85,1,16,6.52,4.43,0.2416,Online Services,0,0,1,0,0,0,1.018,0
TXN0000422,25.46,13,0,39,3851,56.18,3,10,47.58,0.47,0.3193,Groceries,0,1,0,0,0,0,0.453,0
TXN0000423,33.66,23,4,31,1987,24.98,3,15,21.15,15.22,0.0334,Shopping,0,0,1,0,0,0,1.347,0
TXN0000424,12.15,14,2,21,1728,39.01,5,10,24.57,13.06,0.012,Online Services,1,0,0,1,0,0,0.311,0
TXN0000425,24.01,14,3,26,3315,55.01,4,14,20.78,13.95,0.1432,Groceries,0,0,0,0,0,0,0.436,0
TXN0000426,44.18,15,0,52,4439,43.26,2,17,7.39,15.4,0.1738,Shopping,0,0,0,0,0,0,1.021,0
TXN0000427,168.03,4,0,29,2290,226.21,1,9,5.39,24.64,0.4848,Groceries,0,0,0,0,0,0,0.743,1
TXN0000428,482.45,20,6,66,2105,65.12,4,16,34.83,2.77,0.1026,Healthcare,0,0,0,2,0,0,7.409,0
TXN0000429,13.61,8,4,42,409,47.13,2,15,46.55,19.02,0.1782,Shopping,0,1,1,1,0,0,0.289,0
TXN0000430,104.77,15,2,22,1273,41.58,4,12,63.95,31.96,0.1149,Groceries,0,0,0,0,0,0,2.52,0
TXN0000431,20.15,20,4,52,426,45.97,1,17,22.36,6.77,0.31,Shopping,0,0,1,0,1,0,0.438,0
TXN0000432,115.11,2,5,53,4586,34.61,3,8,21.02,28.24,0.0266,Entertainment,0,0,1,0,0,1,3.326,0
TXN0000433,57.35,7,0,27,4223,29.45,1,13,25.72,31.65,0.1159,Travel,0,0,1,0,0,0,1.947,0
TXN0000434,8.12,22,6,61,3572,85.54,2,13,50.97,14.27,0.1273,Bills,0,0,0,0,0,0,0.095,0
